,alpha,beta,gamma,tau,scf_bs,nn_scf_bs
0,4,0.2,8,0.2,1.640413317,2.3674765
1,13,0.2,8,0.2,1.731183529,2.625218
2,22,0.2,8,0.2,1.730806212,2.6505327
3,31,0.2,8,0.2,1.730203635,2.67302
4,40,0.2,8,0.2,1.730337661,2.6932144
5,4,0.3,8,0.2,3.940716623,3.1568685
6,13,0.3,8,0.2,4.709459285,4.061271
7,22,0.3,8,0.2,4.707312388,4.1393013
8,31,0.3,8,0.2,4.706853826,4.1886854
9,40,0.3,8,0.2,4.706533886,4.2254686
10,4,0.4,8,0.2,2.741576768,2.583388
11,13,0.4,8,0.2,3.613908314,3.6418295
12,22,0.4,8,0.2,3.614480741,3.7261887
13,31,0.4,8,0.2,3.613949678,3.7699146
14,40,0.4,8,0.2,3.613482087,3.8042512
15,4,0.5,8,0.2,2.270145027,2.1944804
16,13,0.5,8,0.2,3.252861625,3.2104526
17,22,0.5,8,0.2,3.255906688,3.2664433
18,31,0.5,8,0.2,3.255247508,3.2806172
19,40,0.5,8,0.2,3.254708054,3.2954211
20,4,0.6,8,0.2,2.015944182,2.0673332
21,13,0.6,8,0.2,3.014175948,2.9851637
22,22,0.6,8,0.2,3.021177542,3.0196948
23,31,0.6,8,0.2,3.0204759,3.008708
24,40,0.6,8,0.2,3.019857908,3.0057168
25,4,0.7,8,0.2,1.850298391,2.0541353
26,13,0.7,8,0.2,2.769447953,2.8211246
27,22,0.7,8,0.2,2.776102922,2.8561566
28,31,0.7,8,0.2,2.776482094,2.8374093
29,40,0.7,8,0.2,2.775920214,2.8278503
30,4,0.2,14,0.2,4.262177329,4.058511
31,13,0.2,14,0.2,5.338344777,5.075908
32,22,0.2,14,0.2,5.349148805,5.098158
33,31,0.2,14,0.2,5.34974343,5.123311
34,40,0.2,14,0.2,5.349624811,5.1596937
35,4,0.3,14,0.2,3.040030194,3.5578737
36,13,0.3,14,0.2,4.576557855,5.124569
37,22,0.3,14,0.2,4.590526228,5.202113
38,31,0.3,14,0.2,4.591595582,5.2527876
39,40,0.3,14,0.2,4.591466145,5.3097363
40,4,0.4,14,0.2,2.508711395,2.7098303
41,13,0.4,14,0.2,4.622596777,4.660027
42,22,0.4,14,0.2,4.643557653,4.7347183
43,31,0.4,14,0.2,4.64479154,4.758354
44,40,0.4,14,0.2,4.645140016,4.7977076
45,4,0.5,14,0.2,2.23231125,2.3122354
46,13,0.5,14,0.2,4.559264228,4.4660597
47,22,0.5,14,0.2,4.592160738,4.51585
48,31,0.5,14,0.2,4.593515648,4.491818
49,40,0.5,14,0.2,4.593143398,4.49626
50,4,0.6,14,0.2,2.09256545,2.191329
51,13,0.6,14,0.2,4.329328403,4.3064594
52,22,0.6,14,0.2,4.363905536,4.359726
53,31,0.6,14,0.2,4.3697856,4.307846
54,40,0.6,14,0.2,4.369221597,4.2902193
55,4,0.7,14,0.2,2.084546652,2.2077792
56,13,0.7,14,0.2,4.043618226,4.0484567
57,22,0.7,14,0.2,4.130074058,4.136644
58,31,0.7,14,0.2,4.142474993,4.0795894
59,40,0.7,14,0.2,4.14359135,4.0553904
60,4,0.2,20,0.2,4.616870597,4.7893085
61,13,0.2,20,0.2,6.163790881,6.2846007
62,22,0.2,20,0.2,6.237992865,6.246463
63,31,0.2,20,0.2,6.241678832,6.193244
64,40,0.2,20,0.2,6.240899876,6.1686406
65,4,0.3,20,0.2,3.204884054,3.5027018
66,13,0.3,20,0.2,5.714760012,5.8369617
67,22,0.3,20,0.2,5.815734487,5.9332657
68,31,0.3,20,0.2,5.820332489,5.941908
69,40,0.3,20,0.2,5.820447753,5.9741044
70,4,0.4,20,0.2,2.494438408,2.6741314
71,13,0.4,20,0.2,5.691147495,5.668359
72,22,0.4,20,0.2,5.828587802,5.8469944
73,31,0.4,20,0.2,5.834126822,5.854733
74,40,0.4,20,0.2,5.834320205,5.891517
75,4,0.5,20,0.2,2.271696927,2.3772526
76,13,0.5,20,0.2,5.654702364,5.697525
77,22,0.5,20,0.2,5.809796493,5.9160047
78,31,0.5,20,0.2,5.818297495,5.896414
79,40,0.5,20,0.2,5.818637491,5.91615
80,4,0.6,20,0.2,2.358941399,2.3372352
81,13,0.6,20,0.2,5.652393632,5.604467
82,22,0.6,20,0.2,5.844798826,5.8700686
83,31,0.6,20,0.2,5.865021861,5.8287144
84,40,0.6,20,0.2,5.866138086,5.8331127
85,4,0.7,20,0.2,2.387897647,2.418057
86,13,0.7,20,0.2,5.228840554,5.30832
87,22,0.7,20,0.2,5.633623768,5.6519403
88,31,0.7,20,0.2,5.649153809,5.599033
89,40,0.7,20,0.2,5.657569935,5.5930514
90,4,0.2,26,0.2,5.034951964,5.173373
91,13,0.2,26,0.2,6.999750286,7.2815256
92,22,0.2,26,0.2,7.229812382,7.342515
93,31,0.2,26,0.2,7.234201699,7.267356
94,40,0.2,26,0.2,7.234826405,7.1978707
95,4,0.3,26,0.2,3.450476345,3.5961509
96,13,0.3,26,0.2,6.909706841,6.8379827
97,22,0.3,26,0.2,7.238950767,7.101342
98,31,0.3,26,0.2,7.244622752,7.094368
99,40,0.3,26,0.2,7.246988406,7.109473
100,4,0.4,26,0.2,2.546972924,2.737581
101,13,0.4,26,0.2,6.542174109,6.689372
102,22,0.4,26,0.2,6.950310789,7.157216
103,31,0.4,26,0.2,6.956919356,7.1937103
104,40,0.4,26,0.2,6.95997044,7.259373
105,4,0.5,26,0.2,2.496873475,2.5328097
106,13,0.5,26,0.2,6.775951965,6.7282996
107,22,0.5,26,0.2,7.247684957,7.312869
108,31,0.5,26,0.2,7.264385116,7.341781
109,40,0.5,26,0.2,7.267435844,7.411533
110,4,0.6,26,0.2,2.627295798,2.584601
111,13,0.6,26,0.2,6.589653741,6.6353526
112,22,0.6,26,0.2,7.217821255,7.3064737
113,31,0.6,26,0.2,7.242912488,7.3088226
114,40,0.6,26,0.2,7.251445572,7.3635173
115,4,0.7,26,0.2,2.672042773,2.7212424
116,13,0.7,26,0.2,5.856078368,6.3003144
117,22,0.7,26,0.2,6.815066962,7.0971146
118,31,0.7,26,0.2,6.827761071,7.0749145
119,40,0.7,26,0.2,6.845475194,7.111148
120,4,0.2,32,0.2,5.636553322,5.4766273
121,13,0.2,32,0.2,8.073839625,8.294765
122,22,0.2,32,0.2,8.556593621,8.679112
123,31,0.2,32,0.2,8.564076044,8.733141
124,40,0.2,32,0.2,8.56659289,8.739058
125,4,0.3,32,0.2,3.718439383,3.824682
126,13,0.3,32,0.2,8.01950209,7.971495
127,22,0.3,32,0.2,8.727273826,8.55965
128,31,0.3,32,0.2,8.735851453,8.585537
129,40,0.3,32,0.2,8.742049881,8.598848
130,4,0.4,32,0.2,2.797134626,2.9150999
131,13,0.4,32,0.2,7.615315649,7.6990457
132,22,0.4,32,0.2,8.471556501,8.554903
133,31,0.4,32,0.2,8.483364618,8.600547
134,40,0.4,32,0.2,8.490956849,8.667103
135,4,0.5,32,0.2,2.691675391,2.7475643
136,13,0.5,32,0.2,7.467020442,7.5508103
137,22,0.5,32,0.2,8.442945839,8.628732
138,31,0.5,32,0.2,8.472638574,8.680058
139,40,0.5,32,0.2,8.481093293,8.771927
140,4,0.6,32,0.2,2.936266465,2.8679526
141,13,0.6,32,0.2,7.431669808,7.3607454
142,22,0.6,32,0.2,8.737161688,8.595474
143,31,0.6,32,0.2,8.765447979,8.617207
144,40,0.6,32,0.2,8.783863563,8.696724
145,4,0.7,32,0.2,3.01720105,3.0498204
146,13,0.7,32,0.2,6.565562642,6.9636936
147,22,0.7,32,0.2,8.320180043,8.373889
148,31,0.7,32,0.2,8.354315136,8.358091
149,40,0.7,32,0.2,8.354315136,8.412322
150,4,0.2,8,0.4,2.590180929,2.3541536
151,13,0.2,8,0.4,3.100617169,2.6083696
152,22,0.2,8,0.4,3.102722324,2.633821
153,31,0.2,8,0.4,3.1024147,2.6513953
154,40,0.2,8,0.4,3.102877531,2.6645174
155,4,0.3,8,0.4,2.982387536,3.220579
156,13,0.3,8,0.4,3.804828519,4.113147
157,22,0.3,8,0.4,3.806856585,4.149032
158,31,0.3,8,0.4,3.807083048,4.1577454
159,40,0.3,8,0.4,3.807080588,4.15487
160,4,0.4,8,0.4,3.051149729,3.032675
161,13,0.4,8,0.4,4.179125528,4.3771496
162,22,0.4,8,0.4,4.1810966,4.376947
163,31,0.4,8,0.4,4.181232949,4.353779
164,40,0.4,8,0.4,4.180873882,4.3288584
165,4,0.5,8,0.4,2.936297089,2.743738
166,13,0.5,8,0.4,4.387154809,4.404895
167,22,0.5,8,0.4,4.38923741,4.382351
168,31,0.5,8,0.4,4.390371293,4.3334446
169,40,0.5,8,0.4,4.388434317,4.2911673
170,4,0.6,8,0.4,2.708281221,2.6003356
171,13,0.6,8,0.4,4.313569994,4.340266
172,22,0.6,8,0.4,4.314540159,4.3355966
173,31,0.6,8,0.4,4.31418185,4.2821283
174,40,0.6,8,0.4,4.313748151,4.2347665
175,4,0.7,8,0.4,2.534688526,2.6148787
176,13,0.7,8,0.4,4.143712886,4.1676054
177,22,0.7,8,0.4,4.142298229,4.2079353
178,31,0.7,8,0.4,4.141338489,4.169886
179,40,0.7,8,0.4,4.140861453,4.1285934
180,4,0.2,14,0.4,3.819274421,4.0601864
181,13,0.2,14,0.4,5.112469453,5.133793
182,22,0.2,14,0.4,5.133973698,5.125663
183,31,0.2,14,0.4,5.135043443,5.1010695
184,40,0.2,14,0.4,5.134858742,5.0858893
185,4,0.3,14,0.4,4.056991084,4.25315
186,13,0.3,14,0.4,6.266563501,6.30611
187,22,0.3,14,0.4,6.297345853,6.295168
188,31,0.3,14,0.4,6.29936921,6.2526593
189,40,0.3,14,0.4,6.299087469,6.228491
190,4,0.4,14,0.4,3.686139216,3.7305052
191,13,0.4,14,0.4,6.906944702,6.8513927
192,22,0.4,14,0.4,6.943952827,6.8221025
193,31,0.4,14,0.4,6.946455952,6.745448
194,40,0.4,14,0.4,6.946315608,6.6990643
195,4,0.5,14,0.4,3.146386038,3.244932
196,13,0.5,14,0.4,7.103847371,7.1603494
197,22,0.5,14,0.4,7.143221614,7.1362453
198,31,0.5,14,0.4,7.146011706,7.0401807
199,40,0.5,14,0.4,7.145828394,6.979669
200,4,0.6,14,0.4,2.947921027,3.0133262
201,13,0.6,14,0.4,7.061860726,7.19553
202,22,0.6,14,0.4,7.106515636,7.211606
203,31,0.6,14,0.4,7.109043836,7.1157627
204,40,0.6,14,0.4,7.108637536,7.053566
205,4,0.7,14,0.4,2.944813951,3.0999432
206,13,0.7,14,0.4,6.941012747,6.963549
207,22,0.7,14,0.4,6.984121468,7.046357
208,31,0.7,14,0.4,6.985129804,6.9631944
209,40,0.7,14,0.4,6.985030029,6.905708
210,4,0.2,20,0.4,4.991621686,5.363172
211,13,0.2,20,0.4,6.958997796,7.161211
212,22,0.2,20,0.4,7.090043703,7.163341
213,31,0.2,20,0.4,7.093987856,7.06962
214,40,0.2,20,0.4,7.094066176,6.998369
215,4,0.3,20,0.4,4.962570356,4.8314247
216,13,0.3,20,0.4,8.539525278,8.251093
217,22,0.3,20,0.4,8.742567373,8.411118
218,31,0.3,20,0.4,8.749657455,8.369038
219,40,0.3,20,0.4,8.750362844,8.349082
220,4,0.4,20,0.4,3.995079589,4.058199
221,13,0.4,20,0.4,9.035383596,9.128193
222,22,0.4,20,0.4,9.284739315,9.371872
223,31,0.4,20,0.4,9.293789165,9.3320875
224,40,0.4,20,0.4,9.29464678,9.321611
225,4,0.5,20,0.4,3.48586554,3.5404499
226,13,0.5,20,0.4,9.669638371,9.699783
227,22,0.5,20,0.4,9.957076537,9.985011
228,31,0.5,20,0.4,9.966795944,9.936239
229,40,0.5,20,0.4,9.967664312,9.92579
230,4,0.6,20,0.4,3.413254419,3.4033155
231,13,0.6,20,0.4,9.98278064,9.891418
232,22,0.6,20,0.4,10.26719841,10.222423
233,31,0.6,20,0.4,10.27726834,10.164681
234,40,0.6,20,0.4,10.27810879,10.151469
235,4,0.7,20,0.4,3.541707124,3.646611
236,13,0.7,20,0.4,9.80081581,9.716001
237,22,0.7,20,0.4,10.05660992,10.127057
238,31,0.7,20,0.4,10.07110409,10.061441
239,40,0.7,20,0.4,10.06974057,10.042109
240,4,0.2,26,0.4,6.354882362,6.540342
241,13,0.2,26,0.4,8.945688882,8.991888
242,22,0.2,26,0.4,9.342176284,9.287264
243,31,0.2,26,0.4,9.348035737,9.240984
244,40,0.2,26,0.4,9.349970253,9.1786785
245,4,0.3,26,0.4,5.728825623,5.581102
246,13,0.3,26,0.4,10.03458298,10.212158
247,22,0.3,26,0.4,10.6338281,10.807879
248,31,0.3,26,0.4,10.64283884,10.824164
249,40,0.3,26,0.4,10.64587778,10.84433
250,4,0.4,26,0.4,4.486739372,4.4891114
251,13,0.4,26,0.4,11.1254703,11.267384
252,22,0.4,26,0.4,11.90503179,12.039014
253,31,0.4,26,0.4,11.91638544,12.059156
254,40,0.4,26,0.4,11.92208537,12.106422
255,4,0.5,26,0.4,3.985510877,3.9662578
256,13,0.5,26,0.4,12.04458599,12.02304
257,22,0.5,26,0.4,12.94891736,12.866821
258,31,0.5,26,0.4,12.96203407,12.867349
259,40,0.5,26,0.4,12.96855129,12.9179
260,4,0.6,26,0.4,3.936566479,3.9791808
261,13,0.6,26,0.4,12.44326514,12.351283
262,22,0.6,26,0.4,13.34981154,13.249311
263,31,0.6,26,0.4,13.36732593,13.223842
264,40,0.6,26,0.4,13.37170534,13.266177
265,4,0.7,26,0.4,4.249785515,4.3545814
266,13,0.7,26,0.4,12.24221437,12.224568
267,22,0.7,26,0.4,13.07055817,13.233819
268,31,0.7,26,0.4,13.0954053,13.182005
269,40,0.7,26,0.4,13.10082559,13.208955
270,4,0.2,32,0.4,7.758084105,7.8241243
271,13,0.2,32,0.4,10.87542286,10.754792
272,22,0.2,32,0.4,11.69600639,11.522117
273,31,0.2,32,0.4,11.70814195,11.600695
274,40,0.2,32,0.4,11.71461696,11.616076
275,4,0.3,32,0.4,6.302453814,6.589326
276,13,0.3,32,0.4,11.74930634,12.002639
277,22,0.3,32,0.4,12.99027894,13.172409
278,31,0.3,32,0.4,13.00805433,13.231977
279,40,0.3,32,0.4,13.0171191,13.272186
280,4,0.4,32,0.4,4.998019578,5.1331043
281,13,0.4,32,0.4,12.87686086,13.091083
282,22,0.4,32,0.4,14.50627735,14.555959
283,31,0.4,32,0.4,14.52883817,14.58473
284,40,0.4,32,0.4,14.73716357,14.647014
285,4,0.5,32,0.4,4.491843622,4.497365
286,13,0.5,32,0.4,13.9132554,13.961947
287,22,0.5,32,0.4,15.71277158,15.627059
288,31,0.5,32,0.4,15.73935238,15.634185
289,40,0.5,32,0.4,15.86107285,15.713131
290,4,0.6,32,0.4,4.612905579,4.6028996
291,13,0.6,32,0.4,14.56432335,14.449002
292,22,0.6,32,0.4,16.51286802,16.25447
293,31,0.6,32,0.4,16.54979994,16.224113
294,40,0.6,32,0.4,16.56482953,16.293072
295,4,0.7,32,0.4,4.859160604,5.065807
296,13,0.7,32,0.4,14.39920442,14.425406
297,22,0.7,32,0.4,16.21957739,16.39222
298,31,0.7,32,0.4,16.25908456,16.311424
299,40,0.7,32,0.4,16.27445062,16.35234
300,4,0.2,8,0.6,2.139209709,2.229536
301,13,0.2,8,0.6,2.644870713,2.4694483
302,22,0.2,8,0.6,2.64663348,2.4661217
303,31,0.2,8,0.6,2.646747039,2.4670134
304,40,0.2,8,0.6,2.646908936,2.4699547
305,4,0.3,8,0.6,2.798085302,3.0126305
306,13,0.3,8,0.6,3.734695529,3.8872938
307,22,0.3,8,0.6,3.737351241,3.8740826
308,31,0.3,8,0.6,3.737884623,3.8571837
309,40,0.3,8,0.6,3.737887188,3.8394873
310,4,0.4,8,0.6,3.196979589,3.1963153
311,13,0.4,8,0.6,4.520280535,4.628092
312,22,0.4,8,0.6,4.524642439,4.596283
313,31,0.4,8,0.6,4.524824554,4.5570397
314,40,0.4,8,0.6,4.524941863,4.519079
315,4,0.5,8,0.6,3.327979979,3.1532998
316,13,0.5,8,0.6,4.917752095,4.9747505
317,22,0.5,8,0.6,4.9212692,4.9512663
318,31,0.5,8,0.6,4.921843944,4.9037247
319,40,0.5,8,0.6,4.92196947,4.8546295
320,4,0.6,8,0.6,3.279849311,3.1576645
321,13,0.6,8,0.6,5.130385431,5.1177416
322,22,0.6,8,0.6,5.133656832,5.1355953
323,31,0.6,8,0.6,5.133383737,5.0991163
324,40,0.6,8,0.6,5.132909299,5.0503607
325,4,0.7,8,0.6,3.178098394,3.2555466
326,13,0.7,8,0.6,5.061758729,5.1015863
327,22,0.7,8,0.6,5.07160742,5.1663675
328,31,0.7,8,0.6,5.064848124,5.1588693
329,40,0.7,8,0.6,5.064958572,5.118968
330,4,0.2,14,0.6,3.632542589,3.6981816
331,13,0.2,14,0.6,5.082560018,4.9036603
332,22,0.2,14,0.6,5.110105664,4.868963
333,31,0.2,14,0.6,5.111617533,4.811527
334,40,0.2,14,0.6,5.111575934,4.770119
335,4,0.3,14,0.6,4.293663917,4.386354
336,13,0.3,14,0.6,6.832267616,6.7899857
337,22,0.3,14,0.6,6.874379088,6.7671475
338,31,0.3,14,0.6,6.877330843,6.696116
339,40,0.3,14,0.6,6.877367006,6.644639
340,4,0.4,14,0.6,4.253917929,4.32963
341,13,0.4,14,0.6,7.882831746,7.94294
342,22,0.4,14,0.6,7.932269867,7.940558
343,31,0.4,14,0.6,7.935690174,7.8639507
344,40,0.4,14,0.6,7.936006554,7.8050137
345,4,0.5,14,0.6,3.976127031,4.0335464
346,13,0.5,14,0.6,8.614052042,8.616961
347,22,0.5,14,0.6,8.665799509,8.6426525
348,31,0.5,14,0.6,8.669639668,8.571882
349,40,0.5,14,0.6,8.671624839,8.514664
350,4,0.6,14,0.6,3.821195917,3.8530014
351,13,0.6,14,0.6,9.011091417,8.948526
352,22,0.6,14,0.6,9.063627548,9.009507
353,31,0.6,14,0.6,9.066656109,8.952361
354,40,0.6,14,0.6,9.066052166,8.902825
355,4,0.7,14,0.6,3.858153804,3.9824367
356,13,0.7,14,0.6,9.032380342,8.990992
357,22,0.7,14,0.6,9.07974591,9.082247
358,31,0.7,14,0.6,9.081614265,9.042685
359,40,0.7,14,0.6,9.081236222,9.000054
360,4,0.2,20,0.6,5.175163578,5.2305365
361,13,0.2,20,0.6,7.430947465,7.3633533
362,22,0.2,20,0.6,7.600100237,7.4084387
363,31,0.2,20,0.6,7.604407394,7.2801576
364,40,0.2,20,0.6,4.652781644,7.1746554
365,4,0.3,20,0.6,5.533763686,5.4260263
366,13,0.3,20,0.6,9.531415472,9.451809
367,22,0.3,20,0.6,9.792436455,9.710612
368,31,0.3,20,0.6,9.800966512,9.656751
369,40,0.3,20,0.6,9.801805496,9.613857
370,4,0.4,20,0.6,5.112905043,5.071063
371,13,0.4,20,0.6,11.12688717,11.004007
372,22,0.4,20,0.6,11.4624851,11.369126
373,31,0.4,20,0.6,11.47551051,11.341435
374,40,0.4,20,0.6,11.47683342,11.324858
375,4,0.5,20,0.6,4.478392413,4.605296
376,13,0.5,20,0.6,11.74017836,11.991727
377,22,0.5,20,0.6,12.10242303,12.384791
378,31,0.5,20,0.6,12.11646667,12.362339
379,40,0.5,20,0.6,12.1188816,12.359925
380,4,0.6,20,0.6,4.216531595,4.3899274
381,13,0.6,20,0.6,12.44543251,12.541544
382,22,0.6,20,0.6,12.80014965,12.941003
383,31,0.6,20,0.6,12.8115482,12.916458
384,40,0.6,20,0.6,12.81236219,12.920777
385,4,0.7,20,0.6,4.407760139,4.6521606
386,13,0.7,20,0.6,12.70151807,12.721947
387,22,0.7,20,0.6,13.00499039,13.130522
388,31,0.7,20,0.6,13.01494557,13.099499
389,40,0.7,20,0.6,13.0148326,13.101621
390,4,0.2,26,0.6,6.713262136,6.7255545
391,13,0.2,26,0.6,9.592988983,9.55775
392,22,0.2,26,0.6,10.08432702,9.98061
393,31,0.2,26,0.6,10.09183284,9.882725
394,40,0.2,26,0.6,10.09450773,9.771111
395,4,0.3,26,0.6,6.859727035,6.6229014
396,13,0.3,26,0.6,12.19755158,12.006429
397,22,0.3,26,0.6,12.99937596,12.838964
398,31,0.3,26,0.6,13.01093442,12.834875
399,40,0.3,26,0.6,13.01671462,12.8268795
400,4,0.4,26,0.6,6.022412608,5.887449
401,13,0.4,26,0.6,14.04282733,13.894516
402,22,0.4,26,0.6,15.09903616,14.905564
403,31,0.4,26,0.6,15.11401884,14.912718
404,40,0.4,26,0.6,15.12306449,14.942115
405,4,0.5,26,0.6,5.057582896,5.2527304
406,13,0.5,26,0.6,14.7460805,15.196153
407,22,0.5,26,0.6,15.88685818,16.239628
408,31,0.5,26,0.6,15.90360798,16.236267
409,40,0.5,26,0.6,15.91396789,16.28392
410,4,0.6,26,0.6,4.93584146,5.1079893
411,13,0.6,26,0.6,15.96235493,16.010382
412,22,0.6,26,0.6,17.1245427,17.042915
413,31,0.6,26,0.6,17.1402685,17.022104
414,40,0.6,26,0.6,17.147063,17.075394
415,4,0.7,26,0.6,5.356904628,5.534932
416,13,0.7,26,0.6,16.61127941,16.387402
